C_State_Territory_Code,C_d_Market,C_d_Market_Nbr,C_d_Store,C_d_Store_Nbr,C_Str_OH_units_wkly,C_sales
NY,0116-NEW YORK CITY,0116,6877-BRUCKNER BLVD AND BRUSH,6877,9774.0,5100242.81000005
GA,0001-ATLANTA,0001,0138-GRIFFIN,0138,10715.0,846840.8999999821
PR,0133-PUERTO RICO,0133,6402-CAROLINA,6402,26895.600000000002,13261569.640000243
KY,0156-CINCINNATI,0156,2323-COLD SPRING,2323,14530.0,5105161.769999931
AR,0148-FAYETTEVILLE,0148,8445-ROGERS,8445,4940.0,693228.979999996
OH,0139-CLEVELAND,0139,3803-NORTH OLMSTED,3803,4287.0,808484.2500000054
CA,0048-LA,0048,8525-EAST IRVINE,8525,4595.0,592991.7000000039
CA,0012-SAN DIEGO,0012,0674-SPORTS ARENA,0674,10973.0,2777746.249999797
AZ,0006-PHOENIX,0006,8582-CHANDLER/GERMANN RD,8582,4568.0,805072.2299998718
OK,0058-OKLAHOMA CITY,0058,3915-SW TULSA,3915,17795.0,3762547.090000451
FL,0002-MIAMI/FTL/WPALM,0002,6316-LAKE WORTH II,6316,26605.0,7844490.6700001545
CO,0051-COLORADO,0051,1502-ARVADA,1502,11140.0,7841731.0399999805
TX,0211-CORPUS CHRISTI,0211,0526-CORPUS CHRISTI,0526,18971.0,11191353.579999022
FL,0002-MIAMI/FTL/WPALM,0002,0210-KENDALL,0210,22057.0,9655774.709999502
FL,0002-MIAMI/FTL/WPALM,0002,8545-SEBASTIAN,8545,10867.0,2095654.359999906
WA,0044-SEA/TAC,0044,4747-SPANAWAY,4747,3808.0,1190491.7199998554
PA,0034-PHIL/PA/NJ/DE,0034,4112-ROOSEVELT,4112,5749.0,1450242.059999925
CA,0048-LA,0048,0648-SIGNAL HILL,0648,4375.0,857488.7299999816
TX,0008-HOUSTON,0008,0585-W HOUSTON,0585,4398.0,496941.039999965
AZ,0006-PHOENIX,0006,6948-TRAMONTO,6948,5087.0,1004279.0799998511
PA,0034-PHIL/PA/NJ/DE,0034,4103-BENSALEM,4103,5826.0,938597.769999958
TX,0016-DALLAS/FT WORTH,0016,6502-ALLEN,6502,24625.0,3137620.869999811
MA,0039-BOSTON/MA/NH,0039,2676-LEOMINSTER,2676,11007.0,5980967.569999747
CA,0048-LA,0048,0609-SAN FERNANDO,0609,4973.0,1438341.6399999976
TN,0019-NASHVILLE,0019,0722-BELLEVUE,0722,2074.0,413052.1200000012
AZ,0006-PHOENIX,0006,0473-NORTH MESA,0473,4420.0,1655067.5999996925
CO,"0324-VAIL,CO",0324,1525-AVON/VAIL,1525,7910.0,2697304.1299998076
PA,0034-PHIL/PA/NJ/DE,0034,4187-WILLOW GROVE,4187,5508.0,1019869.4799999443
IN,0276-INDIANAPOLIS,0276,2011-POST ROAD,2011,14996.0,4757585.809999985
IL,0075-CHICAGO,0075,1969-MCHENRY,1969,8906.0,2913985.099999982
GA,0027-CHATTANOOGA,0027,0137-DALTON,0137,23908.0,3656998.919999945
UT,0076-UTAH,0076,4414-LOGAN,4414,4926.0,1075635.4599999506
NY,0116-NEW YORK CITY,0116,1277-COLLEGE POINT,1277,10624.0,3742618.3599999314
GA,0001-ATLANTA,0001,1755-ROSWELL,1755,22269.0,6546561.809999724
FL,0050-PANHANDLE,0050,8446-PANAMA CITY BEACH,8446,1541.0,216175.52999999962
GA,0001-ATLANTA,0001,0159-MIDTOWN,0159,24537.0,9476557.969999582
UT,0076-UTAH,0076,4415-PARK CITY,4415,4879.0,1035055.7299999652
UT,0076-UTAH,0076,4411-OGDEN,4411,3709.0,1002669.079999952
NY,0191-HUDSON VALLEY,0191,1217-W NYACK,1217,3244.0,632330.5900000004
CO,0190-GRAND JUNCTION,0190,1537-MONTROSE,1537,12113.0,5947722.970000129
NJ,0015-NEW JERSEY,0015,0920-TOMS RIVER,0920,16742.0,4709745.329999833
MI,0580-HOUGHTON LAKE,0580,2769-HOUGHTON LAKE,2769,4855.0,494457.57000000554
AR,0113-W. LITTLE ROCK,0113,1405-BENTON,1405,2167.0,334522.68000000046
IL,0075-CHICAGO,0075,6701-ELK GROVE VILLAGE,6701,7290.0,583723.8900000064
TX,0042-AUSTIN,0042,8995-DRIPPING SPRINGS,8995,3502.0,624174.5199999932
SC,0026-COL/GRNVLL/SPTNBG,0026,1110-E COLUMBIA,1110,1956.0,351324.39000000147
MI,0143-BAY CITY,0143,2732-MT PLEASANT,2732,4378.0,688188.7100000138
MD,0043-WASHINGTON DC,0043,2564-HYATTSVILLE,2564,4663.0,1778563.1699999087
WI,0164-MILWAUKEE,0164,4907-FRANKLIN,4907,8517.0,1920563.9199999932
FL,0471-SMALL LAYOUT,0471,0218-DEERFIELD BEACH,0218,20455.0,5182731.549999875
FL,0004-TAMPA/ST.PETE,0004,6364-W ST PETERSBURG,6364,6449.0,832656.6299999761
TN,0027-CHATTANOOGA,0027,0743-CLEVELAND,0743,24678.0,4664694.059999872
MI,0127-UPPER PENINSULA,0127,2726-TRAVERSE CITY,2726,7034.0,914055.1499999933
MD,0403-DELAWARE SHORES,0403,2578-OCEAN CITY,2578,16305.0,7297322.229999868
MO,0109-ST. LOUIS,0109,3013-FERGUSON,3013,12677.0,2597885.0499999546
GA,0447-ATLANTA TEMP,0447,8954-DUBLIN,8954,20987.0,5507343.599999877
RI,0039-BOSTON/MA/NH,0039,4280-WARWICK,4280,8222.0,869877.2600000086
CA,0047-INLAND/DESERT,0047,0687-UPLAND,0687,9472.5,1482134.1499999624
DE,0403-DELAWARE SHORES,0403,"1608-DOVER,DE",1608,16573.0,3164402.7899999823
MO,0129-KANSAS CITY,0129,3008-GLADSTONE,3008,3623.0,391353.47000000114
TX,0163-WACO,0163,6526-KILLEEN,6526,31409.0,7693575.920000318
MI,0072-DETROIT,0072,2702-WARREN,2702,14195.0,4570265.459999854
ME,0112-MAINE,0112,"2403-AUBURN, ME",2403,6758.0,1063151.2499999946
MI,0072-DETROIT,0072,2738-WOODHAVEN,2738,12168.0,3893007.6999999164
CA,0021-SAN FRANCISCO BAY,0021,1007-OAKLAND,1007,4499.0,1424026.169999871
MI,0072-DETROIT,0072,2711-SOUTHFIELD,2711,6564.0,500841.82000000804
FL,0050-PANHANDLE,0050,8472-N PENSACOLA,8472,3032.0,126961.11999999991
NY,0066-BUFFALO,0066,6169-DUNKIRK,6169,4821.0,203565.86000000153
TX,0008-HOUSTON,0008,6512-TOMBALL,6512,30747.0,10738384.040001104
MI,0072-DETROIT,0072,2776-MACOMB TOWNSHIP,2776,7336.0,2291668.6899999394
KY,0115-LOUISVILLE,0115,2313-ST MATTHEWS,2313,20974.0,7330447.920000043
AZ,0006-PHOENIX,0006,0457-SCOTTSDALE,0457,3413.0,758080.6499999098
TX,0016-DALLAS/FT WORTH,0016,0552-WESTMORELAND,0552,5949.0,582316.2499999641
NY,0093-ROCHESTER,0093,1257-CAMILLUS,1257,3077.0,475032.16999999154
TN,0019-NASHVILLE,0019,"0735-HENDERSONVILLE,TN",0735,1663.0,383068.0500000012
NY,0374-59TH STREET,0374,6177-MANHATTAN 59TH STREET,6177,489.0,86271.44000000045
CA,0048-LA,0048,0647-WESTMINSTER,0647,4896.0,886277.3999999799
OH,0156-CINCINNATI,0156,3868-LEBANON,3868,10682.0,3157688.7399999904
SC,0026-COL/GRNVLL/SPTNBG,0026,1129-SPARTANBURG,1129,2214.0,338065.6300000012
FL,0002-MIAMI/FTL/WPALM,0002,6339-W KENDALL,6339,30465.0,12015378.159999607
OH,0237-DAYTON,0237,3855-BEAVERCREEK,3855,13087.0,4146326.7500000196
GA,0097-COLUMBUS,0097,0136-COLUMBUS,0136,6716.0,870431.5699999449
NY,0116-NEW YORK CITY,0116,1220-WOODHAVEN BLVD/QUEENS,1220,9851.0,5363936.549999762
MA,0039-BOSTON/MA/NH,0039,2653-SAUGUS,2653,11388.0,4570526.359999881
TX,0008-HOUSTON,0008,0576-HUMBLE,0576,33632.0,9031748.410000684
MI,0072-DETROIT,0072,2721-ANN ARBOR,2721,10249.0,5219790.099999819
PA,0106-PITTSBURGH,0106,4172-UNIONTOWN,4172,6089.0,844861.1099999966
CA,0012-SAN DIEGO,0012,1030-EASTLAKE,1030,9025.0,1034412.5799999648
CO,0051-COLORADO,0051,1506-LOUISVILLE,1506,8069.0,3170700.1499998504
TX,0016-DALLAS/FT WORTH,0016,6572-FLOWER MOUND,6572,20616.0,2326978.1699998993
WI,0164-MILWAUKEE,0164,4910-DELAFIELD,4910,8473.0,3617334.550000024
OH,0139-CLEVELAND,0139,3809-CUYAHOGA FALLS,3809,4902.0,1197405.529999996
CA,0048-LA,0048,0684-LA MIRADA,0684,3884.0,850721.4999999856
NE,0207-OMAHA,0207,3206-PAPILLION,3206,13084.0,2368672.749999986
NH,0260-NEW HAMPSHIRE,0260,3481-SOUTH NASHUA,3481,9424.0,4761277.829999872
AZ,0006-PHOENIX,0006,0424-PEORIA/HAPPY VALLEY,0424,4581.0,793433.259999906
CA,0048-LA,0048,6684-WHITTIER,6684,4768.0,913201.7799999979
SC,0392-CHARLESTON,0392,1103-CHARLESTON,1103,5818.0,1407937.6299999848
GA,0405-SOUTH GEORGIA,0405,6959-BAINBRIDGE,6959,19711.0,6224559.750000016
FL,0025-FT.MYERS/NAPLES,0025,0273-VENICE,0273,18008.0,3496890.0499999737
NC,0282-DURHAM/RALEIGH,0282,3647-WAKE FOREST,3647,30695.0,8872412.389999757
AL,0050-PANHANDLE,0050,0808-DOTHAN,0808,1854.0,88112.25000000004
OH,"0157-COLUMBUS,OH",0157,3836-ORANGE TOWNSHIP,3836,10213.0,3582752.0700000036
NY,0066-BUFFALO,0066,1268-LOCKPORT,1268,6513.0,683449.3699999872
CA,0029-SACRAMENTO,0029,8492-RED BLUFF,8492,4628.0,845605.8399999591
NY,0020-LONG ISLAND,0020,1218-COPIAGUE,1218,11880.0,8590319.10999983
IL,0075-CHICAGO,0075,1932-MATTESON,1932,13290.0,2185895.1999999494
AZ,0006-PHOENIX,0006,0475-ARROWHEAD RANCH,0475,5159.0,1118092.79999987
MO,0109-ST. LOUIS,0109,3033-POPLAR BLUFF,3033,12675.0,3570194.110000066
GU,0467-GUAM,0467,1710-GUAM - TAMUNING,1710,2617.0,1084887.0999999365
NH,0260-NEW HAMPSHIRE,0260,"8539-LITTLETON, NH",8539,9964.0,3823279.1199998646
CA,0048-LA,0048,6661-VAN NUYS,6661,3518.0,1873449.170000006
UT,0076-UTAH,0076,4406-W VALLEY CITY,4406,4767.0,1060525.8699999533
MI,0072-DETROIT,0072,2703-CANTON,2703,8900.0,2084298.6799999985
FL,0002-MIAMI/FTL/WPALM,0002,6878-OKEECHOBEE,6878,14163.0,2295023.069999886
PA,0106-PITTSBURGH,0106,4128-JOHNSTOWN,4128,4542.0,632049.9100000028
FL,0003-ORL/MEL/DAYTONA,0003,6349-WINTER PARK,6349,20813.0,10413512.390000084
VA,0176-RICHMOND,0176,4645-HARRISONBURG,4645,17387.0,2781087.2299999534
AZ,0006-PHOENIX,0006,0415-QUEEN CREEK,0415,5869.0,1788164.409999663
TX,0152-MCALLEN,0152,6521-BROWNSVILLE,6521,23673.0,8907825.099999936
MI,0067-GRAND RAPIDS,0067,2754-ROOSEVELT PARK,2754,15155.0,3966036.4599999804
IL,0304-CENTRAL ILLINOIS,0304,"1978-PEORIA,IL",1978,5088.0,1297132.7499999753
CA,0048-LA,0048,0603-TUSTIN,0603,5264.0,986948.2400000015
CA,0048-LA,0048,1072-EAST BREA,1072,6471.0,845948.7299999907
NJ,0015-NEW JERSEY,0015,0981-COLONIA,0981,11497.0,5115203.559999921
PA,0034-PHIL/PA/NJ/DE,0034,4114-UPPER DARBY,4114,5657.0,1081371.0799999612
NH,0260-NEW HAMPSHIRE,0260,3404-SEABROOK,3404,9010.0,4322131.759999804
AR,0113-W. LITTLE ROCK,0113,1401-W LITTLE ROCK,1401,3439.0,468432.6600000028
TX,0016-DALLAS/FT WORTH,0016,8951-ROWLETT,8951,21733.0,5806351.35000035
MA,0272-INDIAN ORCHARD,0272,2683-PITTSFIELD,2683,3438.0,809358.3799999561
UT,0226-SW UTAH,0226,4420-WEST ST GEORGE,4420,3734.0,567591.5299999947
CA,0048-LA,0048,1040-OXNARD,1040,4856.0,1347827.9399999806
NV,0063-RENO,0063,3313-SPANISH SPRINGS,3313,4670.0,927779.5999999476
CA,0029-SACRAMENTO,0029,6835-TEHACHAPI,6835,4670.0,814038.6399999373
FL,0002-MIAMI/FTL/WPALM,0002,0234-MERRITT ISLAND,0234,20557.0,4353891.749999929
CA,0048-LA,0048,6663-BALDWIN PARK,6663,4358.0,855559.8099999796
LA,0005-NEW ORLEANS,0005,0380-ZACHARY,0380,921.0,102166.95000000024
LA,0005-NEW ORLEANS,0005,0371-HOUMA,0371,2314.0,132808.23000000024
VT,0364-BENNINGTON,0364,4551-BENNINGTON,4551,5115.0,676042.9500000109
GA,0001-ATLANTA,0001,0139-ROME,0139,20658.0,9064434.649999872
TX,0230-LAREDO,0230,6832-DEL RIO,6832,10924.0,2636999.7999999765
MN,0101-MINNESOTA,0101,2820-FOREST LAKE,2820,12932.0,2660595.099999894
FL,0003-ORL/MEL/DAYTONA,0003,0262-CASSELBERRY,0262,18069.0,7191565.010000077
UT,0076-UTAH,0076,8583-LAYTON,8583,2940.0,976227.2699999796
CA,0021-SAN FRANCISCO BAY,0021,0643-EL CERRITO,0643,4939.0,1130163.7999998706
FL,0344-KEY WEST MKT,0344,6313-KEY WEST,6313,25785.0,11308436.049999766
TX,0016-DALLAS/FT WORTH,0016,0564-NW DALLAS,0564,13768.0,612693.3599999757
MI,0072-DETROIT,0072,2709-TAYLOR,2709,8783.0,506901.12000000797
PR,0133-PUERTO RICO,0133,6411-PONCE,6411,27278.4,17505466.460008036
TN,0019-NASHVILLE,0019,0778-NASHVILLE BRILEY PARKWAY,0778,1318.0,298519.85000000085
AZ,0006-PHOENIX,0006,0404-APACHE JUNCTION,0404,6941.0,2471578.0599997425
WA,0044-SEA/TAC,0044,"8561-BURLINGTON,WA",8561,4061.0,1024684.3899998282
WA,0044-SEA/TAC,0044,4726-TULALIP,4726,3487.0,1017142.4999998517
PA,0106-PITTSBURGH,0106,4180-ALTOONA,4180,5529.0,860460.0199999993
MA,0039-BOSTON/MA/NH,0039,"2614-READING,MA",2614,12901.0,6397520.410000152
NV,0036-LAS VEGAS,0036,3316-PECOS,3316,2924.0,681455.8899998956
FL,0004-TAMPA/ST.PETE,0004,0281-SPRING HILL,0281,6313.0,1028751.8499999704
NC,0057-MYRTLE BEACH,0057,3609-MYRTLE GROVE,3609,8143.0,1690384.3300000012
NY,0116-NEW YORK CITY,0116,1214-FLUSHING,1214,10461.0,4496997.979999894
TX,0042-AUSTIN,0042,6839-N AUSTIN,6839,6539.0,699469.320000006
CA,0029-SACRAMENTO,0029,1842-RIVERBANK,1842,4703.0,1239468.4099998944
NY,0065-WAPPING/WALLKILL,0065,6176-CATSKILL,6176,1329.0,187276.8099999999
CA,0196-PALM SPRINGS,0196,6874-INDIO,6874,4810.0,812841.0199999455
NC,0057-MYRTLE BEACH,0057,3655-JACKSONVILLE,3655,15756.0,1710724.2000000023
IL,0537-NE MISSOURI,0537,"1915-QUINCY, IL",1915,14937.0,4180368.3399998737
WA,0044-SEA/TAC,0044,4704-ISSAQUAH,4704,3909.0,1200889.2699998345
CA,0029-SACRAMENTO,0029,1080-PORTERVILLE,1080,4390.0,653533.6299999662
CA,0048-LA,0048,6639-GARDEN GROVE,6639,5753.0,1485035.4899999702
KS,0129-KANSAS CITY,0129,2203-N OVERLAND PARK,2203,4193.0,831183.039999991
CT,0010-HARTFORD/S CONN,0010,"6228-BLOOMFIELD,CT",6228,7854.0,3561861.6300000045
CA,0048-LA,0048,0618-TORRANCE,0618,4410.0,1222764.9599999937
OK,0058-OKLAHOMA CITY,0058,3919-QUAIL SPRINGS,3919,18193.0,3403726.150000354
MN,0101-MINNESOTA,0101,2806-ST LOUIS PARK,2806,14639.0,5539242.129999747
PA,0068-PENNSYLVANIA,0068,4185-SAINT CLAIR,4185,11392.0,2954475.659999985
VA,0043-WASHINGTON DC,0043,4620-FREDERICKSBURG,4620,18212.0,5767339.399999994
SC,0572-AUGUSTA,0572,1117-AIKEN,1117,2155.0,299986.12000000273
GA,0001-ATLANTA,0001,0174-DAWSONVILLE,0174,30401.0,11796916.059999915
KS,0147-WICHITA,0147,2205-W WICHITA,2205,3343.0,526780.6700000018
IL,0109-ST. LOUIS,0109,1924-FAIRVIEW HEIGHTS,1924,13909.0,2886429.689999977
MN,0101-MINNESOTA,0101,2844-MAPLE GROVE,2844,11060.0,2686533.549999889
TX,0008-HOUSTON,0008,6510-N HOUSTON,6510,31208.0,11428730.860000849
CA,0048-LA,0048,1858-COMPTON,1858,3916.0,691028.7800000082
MD,0043-WASHINGTON DC,0043,2509-BETHESDA,2509,6410.0,1303637.2999999146
MI,0143-BAY CITY,0143,2763-MUNDY TOWNSHIP,2763,5204.0,676541.0600000147
NJ,0015-NEW JERSEY,0015,0932-LODI,0932,10572.0,4436102.259999864
MO,0109-ST. LOUIS,0109,"8994-CHESTERFIELD,MO",8994,10788.0,2486641.049999956
TX,0042-AUSTIN,0042,6538-GEORGETOWN,6538,5723.0,836485.6699999752
WY,0548-SHERIDAN,0548,6004-SHERIDAN,6004,10330.0,3167267.7400001683
CO,0051-COLORADO,0051,1551-NORTH AURORA,1551,9313.0,4151468.0600000485
WA,0044-SEA/TAC,0044,8964-ABERDEEN,8964,3037.0,837619.079999919
VA,0043-WASHINGTON DC,0043,8551-S RIDING,8551,15712.0,4904796.570000125
TX,0016-DALLAS/FT WORTH,0016,6533-PRECINCT LINE,6533,26499.0,4210205.9999998575
KS,0581-GARDEN CITY,0581,2219-GARDEN CITY,2219,2398.0,353044.430000001
NY,0086-ALBANY,0086,6160-GLENS FALLS,6160,4915.0,513505.16999999475
OH,0156-CINCINNATI,0156,"3813-FIELDS-ERTEL, OH",3813,12142.0,3217052.9500000044
NH,0260-NEW HAMPSHIRE,0260,3488-KEENE,3488,10678.0,6469237.9599995185
TX,0040-SAN ANTONIO,0040,6556-BOERNE,6556,18485.0,7077208.880000054
SC,0026-COL/GRNVLL/SPTNBG,0026,"1104-N. GREENVILLE, SC",1104,2117.0,474323.00000000076
AZ,0006-PHOENIX,0006,0406-NE MESA,0406,5436.0,1202679.3499998278
